"","Year Day","ShW T","ShW T anom","ShW S","ShW S anom","ShW Vol","ShW Vol anom","Year"
"33",28,6.44,-0.15,33.4,0.41,1099.378,-1202.621,1985.076
"34",100,6.27,0.46,33.29,0.54,1894.457,-160.277,1985.274
"35",137,8.72,0.95,33.14,0.5,1922.109,-198.244,1985.375
"36",254,14.89,0.19,33.05,0.3,1716.905,-145.988,1985.697
"37",324,13.39,0.35,33.09,0.11,1284.069,-567.102,1985.889
"38",23,6.82,-0.16,33.38,0.38,1423.68,-873.469,1986.062
"39",141,8.67,0.67,33.01,0.38,1368.042,-769.037,1986.385
"40",253,14.96,0.31,32.74,0,1334.687,-540.596,1986.693
"41",319,13.09,-0.39,33.1,0.13,1697.822,-110.506,1986.874
"42",26,6.92,0.2,33,0.01,2107.618,-193.368,1987.071
"43",136,7.44,-0.29,32.58,-0.06,1814.519,-302.615,1987.373
"44",242,12.47,-1.72,32.62,-0.08,2502.214,528.361,1987.663
"45",324,10.73,-2.34,32.51,-0.47,2441.897,593.724,1987.888
"46",13,5.88,-1.94,33.25,0.24,1946.41,-323.45,1990.035
"47",48,6.99,1.51,33.22,0.28,2444.846,178.786,1991.131
"48",83,5.76,0.5,32.91,0.09,2002.971,-100.015,1991.228
"49",218,12.78,-0.14,32.47,-0.16,2240.173,64.731,1991.599
"50",268,15.42,0.38,32.73,-0.07,1611.584,-148.025,1991.736
"51",59,5.12,-0.05,32.72,-0.18,2201.254,-14.815,1992.163
"52",81,4.74,-0.48,32.7,-0.13,2132.457,20.323,1992.222
"53",82,5.34,0.11,32.91,0.09,2464.463,355.434,1992.224
"54",175,9.41,-0.79,32.2,-0.38,2092.574,-192.931,1992.481
"55",272,14.84,-0.24,32.77,-0.04,1817.521,77.747,1992.746
"56",15,7.36,-0.26,32.77,-0.24,2397.914,119.95,1993.041
"57",52,4.91,-0.42,32.68,-0.24,2662.152,414.683,1993.144
"58",90,4.36,-1.07,32.58,-0.21,2201.078,122.058,1993.246
"59",218,12.03,-0.87,32.54,-0.09,2391.772,213.686,1993.598
"60",268,15.02,0,32.9,0.11,1853.292,87.128,1993.733
"61",45,4.8,-0.8,32.79,-0.16,2302.08,26.128,1994.123
"62",80,4.26,-0.94,32.62,-0.21,1784.541,-332.35,1994.219
"63",187,11.13,0.19,32.48,-0.11,2048.763,-249.313,1994.513
"64",219,14.07,1.13,32.75,0.11,1893.382,-279.393,1994.6
"65",267,15.97,0.95,33.09,0.3,1833.402,67.238,1994.733
"66",272,15.69,0.61,32.91,0.1,1765.734,25.96,1994.746
"67",50,5.65,0.23,33.23,0.3,1375.741,-883.509,1995.136
"68",92,5.84,0.34,33.13,0.35,1996.988,-75.387,1995.252
"69",207,11.55,-0.65,32.57,-0.04,2443.837,196.559,1995.567
"70",266,16.32,1.32,33.04,0.25,1216.134,-556.849,1995.73
"71",52,4.91,-0.45,32.9,-0.03,2465.096,213.09,1996.141
"72",96,4.57,-1.09,32.48,-0.29,2101.283,39.901,1996.264
"73",223,12.35,-0.83,31.98,-0.67,2250.605,108.587,1996.611
"74",271,13.03,-2.03,32.29,-0.52,2101.385,354.059,1996.742
"75",50,6.14,0.72,32.32,-0.61,2258.05,-1.2,1997.136
"76",80,5.83,0.63,32.27,-0.56,2207.873,92.58,1997.22
"77",274,15.56,0.48,32.91,0.09,1452.016,-280.734,1997.75
"78",52,5.5,0.15,32.45,-0.48,2733.565,483.056,1998.142
"79",78,5.18,0.01,32.27,-0.57,2365.31,240.248,1998.214
"80",152,9.12,0.42,32.04,-0.57,2445.845,253.417,1998.416
"81",210,11.6,-0.8,31.79,-0.83,2296.491,66.572,1998.576
"82",281,13.57,-1.51,32.22,-0.62,2220.259,513.22,1998.769
"83",313,12.32,-1.59,32.19,-0.76,2316.439,550.116,1998.857
"84",43,7.34,1.66,32.6,-0.35,2229.903,-51.544,1999.118
"85",86,5.69,0.36,32.38,-0.43,2045.238,-46.402,1999.236
"86",209,13.42,1.08,32.43,-0.18,2141.12,-94.849,1999.573
"87",235,15.35,1.5,32.94,0.26,1736.846,-301.024,1999.644
"88",282,16.4,1.33,32.89,0.04,1224.518,-478.797,1999.773
"89",57,5.85,0.64,33.43,0.52,1748.075,-478.332,2000.157
"90",93,6.6,1.06,33.15,0.37,1815.448,-253.884,2000.255
"91",150,9.41,0.85,32.91,0.3,1974.89,-206.727,2000.41
"92",211,13.19,0.74,32.67,0.05,2166.089,-59.653,2000.578
"93",266,15.6,0.61,32.93,0.14,1551.463,-226.209,2000.728
"94",310,12.81,-1.26,32.75,-0.19,2514.795,763.375,2000.85
"95",45,5.91,0.31,33.01,0.06,2274.121,-1.831,2001.123
"96",47,5.72,0.22,32.97,0.03,2139.285,-128.082,2001.13
"97",86,5.46,0.13,32.85,0.04,2184.621,92.981,2001.236
"98",144,8.18,-0.04,32.56,-0.06,1970.057,-184.547,2001.395
"99",190,11.37,0.26,32.69,0.1,2217.86,-78.906,2001.52
"100",265,15.03,0.05,32.75,-0.04,1715.936,-64.123,2001.727
"101",308,15.15,0.93,33.21,0.27,1701.997,-36.066,2001.843
"102",55,7.28,2.01,33.21,0.29,2416.461,178.453,2002.15
"103",77,7.22,2.07,33.14,0.3,1877.323,-254.47,2002.21
"104",148,9.6,1.15,32.86,0.25,2184.461,11.884,2002.405
"105",212,12.93,0.43,32.64,0.02,2232.377,10.924,2002.58
"106",231,14.09,0.45,32.85,0.18,2176.754,102.682,2002.633
"107",267,16.2,1.19,33.03,0.24,1355.749,-414.932,2002.731
"108",308,14.38,0.16,33.37,0.43,1064.427,-673.636,2002.843
"109",58,4.73,-0.47,33.46,0.55,2159.952,-63.045,2003.159
"110",87,4.81,-0.53,33.15,0.35,2320.638,230.342,2003.237
"111",224,12.26,-0.99,32.92,0.27,2188.962,55.751,2003.614
"112",260,15.2,0.34,33.01,0.24,1702.785,-116.189,2003.712
"113",309,14.47,0.33,33.3,0.36,1888.351,142.85,2003.847
"114",55,3.77,-1.5,33.17,0.25,2652.582,414.574,2004.15
"115",84,4.04,-1.23,33.08,0.26,2012.966,-88.546,2004.229
"116",151,8,-0.63,32.91,0.3,2150.946,-36.087,2004.413
"117",196,10.37,-1.13,32.74,0.15,2417.482,130.415,2004.537
"118",200,9.29,-2.45,33.17,0.57,3586.429,1309.437,2004.547
"119",234,12.36,-1.45,32.67,-0.01,2175.362,130.836,2004.642
"120",272,14.28,-0.79,32.74,-0.07,1765.192,23.579,2004.745
"121",312,13.15,-0.81,32.88,-0.07,2172.526,410.613,2004.855
"122",52,4.96,-0.39,32.52,-0.41,2413.036,162.527,2005.142
"123",83,4.1,-1.15,32.39,-0.43,2230.936,124.957,2005.226
"124",149,7.7,-0.84,32.06,-0.55,2113.095,-66.715,2005.409
"125",218,12.09,-0.83,32.16,-0.47,2285.172,109.73,2005.599
"126",228,12.93,-0.52,32.28,-0.38,2159.353,56.616,2005.624
"127",270,15.23,0.18,32.51,-0.29,1854.102,102.807,2005.74
"128",316,13.27,-0.42,32.6,-0.36,2081.267,293.67,2005.866
"129",54,6.39,1.09,32.6,-0.32,2346.295,103.496,2006.147
"130",82,5.67,0.44,32.64,-0.18,1869.541,-239.488,2006.224
"131",156,10.15,1.22,32.65,0.05,1704.07,-506.075,2006.426
"132",205,12.87,0.81,32.47,-0.14,2151.237,-106.267,2006.561
"133",231,14.67,1.01,32.78,0.11,2085.422,14.595,2006.634
"134",266,15.79,0.8,32.7,-0.09,1587.936,-189.736,2006.728
"135",311,14.13,0.1,33.09,0.14,2036.361,280.837,2006.852
"136",57,5.75,0.53,33.28,0.37,1997.496,-230.601,2007.156
"137",87,5.47,0.13,33.11,0.31,2070.282,-20.014,2007.237
"138",147,8.12,-0.26,32.74,0.12,2288.219,121.06,2007.402
"139",208,11.34,-0.9,32.61,0,2257.441,13.814,2007.569
"140",230,13.01,-0.59,32.75,0.08,2045.509,-35.019,2007.631
"141",274,13.87,-1.22,32.82,0,2245.134,514.056,2007.751
"142",310,12.88,-1.17,32.62,-0.32,2552.4,798.943,2007.851
"143",27,6.85,0.18,32.78,-0.21,2470.124,168.638,2008.073
"144",82,5.79,0.55,32.54,-0.28,1868.619,-238.878,2008.225
"145",90,5.87,0.45,32.72,-0.07,2428.958,348.761,2008.245
"146",148,9.01,0.56,32.31,-0.3,1902.233,-270.344,2008.405
"147",163,9.99,0.56,32.72,0.13,2273.377,27.245,2008.448
"148",197,11.31,-0.24,32.58,-0.01,2324.814,39.503,2008.539
"149",230,12.43,-1.17,32.73,0.06,2259.219,178.691,2008.631
"150",269,14.51,-0.53,32.74,-0.06,1777.734,18.125,2008.736
"151",288,14.74,-0.24,32.45,-0.42,1092.639,-601.923,2008.789
"152",305,14.42,0.04,33.02,0.09,2065.005,340.2,2008.835
"153",31,6.3,-0.04,32.95,-0.03,2184.152,-117.534,2009.086
"154",85,5.11,-0.18,32.75,-0.06,2224.577,127.393,2009.232
"155",151,8.07,-0.56,32.41,-0.2,2274.62,87.587,2009.413
"156",151,8.54,-0.09,32.55,-0.06,2164.506,-22.527,2009.413
"157",234,13.89,0.12,32.91,0.23,2244.7,193.547,2009.64
"158",276,15.28,0.19,33.01,0.18,1479.517,-242.258,2009.757
"159",311,13.43,-0.62,32.86,-0.08,1768.429,14.972,2009.851
"160",84,5.79,0.51,32.72,-0.09,2112.291,12.237,2010.23
"161",150,9.25,0.64,32.5,-0.11,2397.009,211.78,2010.412
"162",158,9.4,0.29,32.37,-0.23,2339.505,115.675,2010.434
"163",283,15.38,0.32,32.65,-0.2,1662.811,-38.869,2010.775
"164",322,12.61,-0.61,32.66,-0.31,2159.425,325.956,2010.883
"165",36,5.76,-0.28,32.84,-0.13,2341.199,44.384,2011.099
"166",82,5.3,0.07,32.66,-0.16,2343.611,234.582,2011.224
"167",162,10.48,1.12,32.35,-0.24,2230.417,-11.151,2011.445
"168",273,16.09,1.01,32.51,-0.31,1735.582,1.127,2011.749
"169",311,14.5,0.47,32.75,-0.2,1809.988,54.464,2011.852
"170",48,8.47,3.01,33.05,0.11,2119.727,-143.664,2012.133
"171",85,8.03,2.73,32.82,0.01,1930.329,-165.444,2012.233
"172",157,10.71,1.72,32.65,0.05,2370.361,155.021,2012.429
"173",172,11.92,1.96,32.53,-0.06,2135.116,-140.87,2012.471
"174",225,14.45,1.18,32.8,0.15,2285.326,155.087,2012.615
"175",274,16.2,1.12,32.95,0.13,1473.138,-261.317,2012.749
"176",308,15.17,0.97,33.26,0.32,1235.133,-504.74,2012.844
"177",50,5.95,0.56,33.4,0.47,1720.792,-535.61,2013.138
"178",90,6.25,0.82,33.34,0.55,2063.313,-15.707,2013.246
"179",166,11.67,2.1,32.97,0.38,1793.327,-461.521,2013.454
"180",177,11.14,0.83,32.86,0.28,2282.619,-6.723,2013.486
"181",270,15.06,0.01,32.88,0.08,1720.113,-31.182,2013.74
"182",87,4.1,-1.25,32.9,0.1,2070.508,-18.462,2014.238
"183",106,5.81,-0.29,33.02,0.29,2217.852,168.931,2014.292
"184",274,17.32,2.24,33.06,0.24,833.941,-898.809,2014.75
"185",316,14.22,0.56,33.19,0.23,1646.742,-143.356,2014.867
"186",92,4.77,-0.75,33.31,0.53,2036.855,-34.485,2015.253
"187",143,7.98,-0.17,33.05,0.43,1835.561,-313.722,2015.392
"188",264,16.85,1.88,33.1,0.32,1121.551,-663.364,2015.725
"189",289,17,2.03,33.27,0.4,846.757,-847.413,2015.791
"190",125,8.44,1.36,32.96,0.29,2001.476,-74.428,2016.343
"191",152,9.8,1.08,32.71,0.1,2154.615,-39.606,2016.417
"192",208,13.57,1.33,32.94,0.33,2079.984,-163.643,2016.569
"193",226,14.21,0.84,32.89,0.24,2215.869,100.749,2016.62
"194",274,16.88,1.8,33.01,0.19,1102.51,-630.24,2016.75
"195",46,6.98,1.41,33.35,0.4,2058.938,-214.664,2017.125
"196",94,5.84,0.27,33.1,0.32,2244.492,177.082,2017.257
"197",145,8.74,0.5,32.78,0.16,2377.843,221.456,2017.396
"198",309,16.41,2.25,32.84,-0.1,1486.798,-256.794,2017.846
"199",103,6.26,0.33,32.91,0.17,1721.508,-329.645,2018.282
"200",146,8.61,0.3,32.88,0.26,2291.513,129.754,2018.399
"201",236,14.78,0.85,32.77,0.09,2263.389,238.903,2018.648
"202",263,16.47,1.55,32.83,0.05,1729.365,-70.751,2018.719
"203",315,13.96,0.19,32.68,-0.28,1981.738,201.485,2018.863
"204",89,6.02,0.62,32.81,0.01,2211.974,129.364,2019.243
"205",145,8.84,0.55,32.45,-0.17,2112.178,-47.787,2019.398
"206",233,13.53,-0.24,32.62,-0.06,2075.721,24.568,2019.64
"207",269,16.06,1.01,32.6,-0.2,934.876,-820.514,2019.738
"208",294,16.43,1.61,33.04,0.15,826.355,-869.887,2019.806
"209",99,7.02,1.26,32.87,0.11,2037.736,-18.743,2021.271
"210",137,8.98,1.21,32.79,0.15,2097.719,-22.634,2021.375
"211",222,14.22,1.12,33,0.36,1995.454,-158.038,2021.607
"212",270,17.97,2.92,32.98,0.18,910.25,-843.077,2021.739
"213",293,17.29,2.42,33.33,0.44,1099.76,-594.809,2021.801
