"","Species","Region","Indicator","category","Year","Value","rank","n_stocks_per_indicator","n_stocks_per_region","norm_rank","total_risk","overall_rank","overall_stocks","stock","label"
"127","Atlantic mackerel","Gulf of Maine / Cape Hatteras","rec_catch","Social","average of 2014 - 2019 data",6192206,31,31,2,1,12.4503592120772,50,53,"Atlantic mackerel - Gulf of Maine / Cape Hatteras","Atlantic mackerel, 12.45"
"128","Atlantic mackerel","Gulf of Maine / Cape Hatteras","com_catch_max","Social","2006",89534522,30,36,2,0.833333333333333,12.4503592120772,50,53,"Atlantic mackerel - Gulf of Maine / Cape Hatteras","Atlantic mackerel, 12.45"
"129","Atlantic mackerel","Gulf of Maine / Cape Hatteras","com_catch_5yr","Social","average of 2014 - 2019 data",10556012,27,35,2,0.771428571428571,12.4503592120772,50,53,"Atlantic mackerel - Gulf of Maine / Cape Hatteras","Atlantic mackerel, 12.45"
"130","Atlantic mackerel","Gulf of Maine / Cape Hatteras","com_catch_hist","Social","mean of last 10 years vs historic mean",0.723636910270796,14,34,2,0.388888888888889,12.4503592120772,50,53,"Atlantic mackerel - Gulf of Maine / Cape Hatteras","Atlantic mackerel, 12.45"
"131","Atlantic mackerel","Gulf of Maine / Cape Hatteras","revenue_max","Social","2006",13089921.2990276,23,36,2,0.638888888888889,12.4503592120772,50,53,"Atlantic mackerel - Gulf of Maine / Cape Hatteras","Atlantic mackerel, 12.45"
"132","Atlantic mackerel","Gulf of Maine / Cape Hatteras","revenue_5yr","Social","average of 2014 - 2019 data",2894297.63546319,17,35,2,0.485714285714286,12.4503592120772,50,53,"Atlantic mackerel - Gulf of Maine / Cape Hatteras","Atlantic mackerel, 12.45"
"133","Atlantic mackerel","Gulf of Maine / Cape Hatteras","revenue_hist","Social","mean of last 10 years vs historic mean",0.636953625784582,20,34,2,0.555555555555556,12.4503592120772,50,53,"Atlantic mackerel - Gulf of Maine / Cape Hatteras","Atlantic mackerel, 12.45"
"134","Atlantic wolffish","Gulf of Maine / Georges Bank","bbmsy","Biological","2016",0.404000014066696,28,41,6,0.682926829268293,12.3742419443842,48,53,"Atlantic wolffish - Gulf of Maine / Georges Bank","Atlantic wolffish, 12.37"
"135","Atlantic wolffish","Gulf of Maine / Georges Bank","ffmsy","Social","2016",0.00899999961256981,1,36,6,0.0277777777777778,12.3742419443842,48,53,"Atlantic wolffish - Gulf of Maine / Georges Bank","Atlantic wolffish, 12.37"
"136","Atlantic wolffish","Gulf of Maine / Georges Bank","asmt_catch","Social","1983",1112.40002441406,3,43,6,0.0697674418604651,12.3742419443842,48,53,"Atlantic wolffish - Gulf of Maine / Georges Bank","Atlantic wolffish, 12.37"
"137","Atlantic wolffish","Gulf of Maine / Georges Bank","recruitment","Biological","mean of last 10 years vs historic mean",0.551654073274494,15,20,6,0.75,12.3742419443842,48,53,"Atlantic wolffish - Gulf of Maine / Georges Bank","Atlantic wolffish, 12.37"
"138","Atlantic wolffish","Gulf of Maine / Georges Bank","abundance","Biological","mean of last 10 years vs historic mean",0.19463984311736,34,37,6,0.918918918918919,12.3742419443842,48,53,"Atlantic wolffish - Gulf of Maine / Georges Bank","Atlantic wolffish, 12.37"
"139","Atlantic wolffish","Gulf of Maine / Georges Bank","biomass_fall","Biological","mean of last 10 years vs historic mean",0.651015076523699,48,51,6,0.941176470588235,12.3742419443842,48,53,"Atlantic wolffish - Gulf of Maine / Georges Bank","Atlantic wolffish, 12.37"
"140","Atlantic wolffish","Gulf of Maine / Georges Bank","biomass_spring","Biological","mean of last 10 years vs historic mean",0.420762405048084,48,51,6,0.941176470588235,12.3742419443842,48,53,"Atlantic wolffish - Gulf of Maine / Georges Bank","Atlantic wolffish, 12.37"
"141","Atlantic wolffish","Gulf of Maine / Georges Bank","avg_length_fall","Biological","mean of last 10 years vs historic mean",0.896346692352064,38,51,6,0.745098039215686,12.3742419443842,48,53,"Atlantic wolffish - Gulf of Maine / Georges Bank","Atlantic wolffish, 12.37"
"142","Atlantic wolffish","Gulf of Maine / Georges Bank","avg_length_spring","Biological","mean of last 10 years vs historic mean",0.804466299609551,45,51,6,0.882352941176471,12.3742419443842,48,53,"Atlantic wolffish - Gulf of Maine / Georges Bank","Atlantic wolffish, 12.37"
"143","Atlantic wolffish","Gulf of Maine / Georges Bank","max_length_fall","Biological","mean of last 10 years vs historic mean",0.909954546495386,38,51,6,0.745098039215686,12.3742419443842,48,53,"Atlantic wolffish - Gulf of Maine / Georges Bank","Atlantic wolffish, 12.37"
"144","Atlantic wolffish","Gulf of Maine / Georges Bank","max_length_spring","Biological","mean of last 10 years vs historic mean",0.794627857880789,50,51,6,0.980392156862745,12.3742419443842,48,53,"Atlantic wolffish - Gulf of Maine / Georges Bank","Atlantic wolffish, 12.37"
"145","Atlantic wolffish","Gulf of Maine / Georges Bank","diet","Biological","all",6,10,11,6,0.909090909090909,12.3742419443842,48,53,"Atlantic wolffish - Gulf of Maine / Georges Bank","Atlantic wolffish, 12.37"
"146","Atlantic wolffish","Gulf of Maine / Georges Bank","rec_catch","Social","average of 2014 - 2019 data",38156,13,31,6,0.419354838709677,12.3742419443842,48,53,"Atlantic wolffish - Gulf of Maine / Georges Bank","Atlantic wolffish, 12.37"
"147","Atlantic wolffish","Gulf of Maine / Georges Bank","com_catch_max","Social","1950",2153300,9,36,6,0.25,12.3742419443842,48,53,"Atlantic wolffish - Gulf of Maine / Georges Bank","Atlantic wolffish, 12.37"
"148","Atlantic wolffish","Gulf of Maine / Georges Bank","com_catch_5yr","Social",NA,NA,NA,NA,6,0.5,12.3742419443842,48,53,"Atlantic wolffish - Gulf of Maine / Georges Bank","Atlantic wolffish, 12.37"
"149","Atlantic wolffish","Gulf of Maine / Georges Bank","com_catch_hist","Social","mean of last 10 years vs historic mean",0.0226792029626716,33,34,6,0.916666666666667,12.3742419443842,48,53,"Atlantic wolffish - Gulf of Maine / Georges Bank","Atlantic wolffish, 12.37"
"150","Atlantic wolffish","Gulf of Maine / Georges Bank","revenue_max","Social","1950",1385480.97885714,11,36,6,0.305555555555556,12.3742419443842,48,53,"Atlantic wolffish - Gulf of Maine / Georges Bank","Atlantic wolffish, 12.37"
"151","Atlantic wolffish","Gulf of Maine / Georges Bank","revenue_5yr","Social",NA,NA,NA,NA,6,0.5,12.3742419443842,48,53,"Atlantic wolffish - Gulf of Maine / Georges Bank","Atlantic wolffish, 12.37"
"152","Atlantic wolffish","Gulf of Maine / Georges Bank","revenue_hist","Social","mean of last 10 years vs historic mean",0.0525844867569696,32,34,6,0.888888888888889,12.3742419443842,48,53,"Atlantic wolffish - Gulf of Maine / Georges Bank","Atlantic wolffish, 12.37"
"153","Barndoor skate","Georges Bank / Southern New England","bbmsy","Biological","2018",1.15299999713898,14,41,5,0.341463414634146,5.77895474286507,2,53,"Barndoor skate - Georges Bank / Southern New England","Barndoor skate, 5.78"
"154","Barndoor skate","Georges Bank / Southern New England","ffmsy","Social",NA,NA,NA,NA,5,0.5,5.77895474286507,2,53,"Barndoor skate - Georges Bank / Southern New England","Barndoor skate, 5.78"
"155","Barndoor skate","Georges Bank / Southern New England","asmt_catch","Social","2014",5062,13,43,5,0.302325581395349,5.77895474286507,2,53,"Barndoor skate - Georges Bank / Southern New England","Barndoor skate, 5.78"
"156","Barndoor skate","Georges Bank / Southern New England","recruitment","Biological",NA,NA,NA,NA,5,0.5,5.77895474286507,2,53,"Barndoor skate - Georges Bank / Southern New England","Barndoor skate, 5.78"
"157","Barndoor skate","Georges Bank / Southern New England","abundance","Biological","mean of last 10 years vs historic mean",4.59757958438943,1,37,5,0.027027027027027,5.77895474286507,2,53,"Barndoor skate - Georges Bank / Southern New England","Barndoor skate, 5.78"
"158","Barndoor skate","Georges Bank / Southern New England","biomass_fall","Biological","mean of last 10 years vs historic mean",1.93354707519972,19,51,5,0.372549019607843,5.77895474286507,2,53,"Barndoor skate - Georges Bank / Southern New England","Barndoor skate, 5.78"
"159","Barndoor skate","Georges Bank / Southern New England","biomass_spring","Biological","mean of last 10 years vs historic mean",1.06216744090405,32,51,5,0.627450980392157,5.77895474286507,2,53,"Barndoor skate - Georges Bank / Southern New England","Barndoor skate, 5.78"
"160","Barndoor skate","Georges Bank / Southern New England","avg_length_fall","Biological","mean of last 10 years vs historic mean",0.96467099040502,20,51,5,0.392156862745098,5.77895474286507,2,53,"Barndoor skate - Georges Bank / Southern New England","Barndoor skate, 5.78"
"161","Barndoor skate","Georges Bank / Southern New England","avg_length_spring","Biological","mean of last 10 years vs historic mean",1.00912940313377,11,51,5,0.215686274509804,5.77895474286507,2,53,"Barndoor skate - Georges Bank / Southern New England","Barndoor skate, 5.78"
"162","Barndoor skate","Georges Bank / Southern New England","max_length_fall","Biological","mean of last 10 years vs historic mean",1.03883018893754,12,51,5,0.235294117647059,5.77895474286507,2,53,"Barndoor skate - Georges Bank / Southern New England","Barndoor skate, 5.78"
"163","Barndoor skate","Georges Bank / Southern New England","max_length_spring","Biological","mean of last 10 years vs historic mean",1.09440480014926,5,51,5,0.0980392156862745,5.77895474286507,2,53,"Barndoor skate - Georges Bank / Southern New England","Barndoor skate, 5.78"
"164","Barndoor skate","Georges Bank / Southern New England","diet","Biological","all",11,5,11,5,0.454545454545455,5.77895474286507,2,53,"Barndoor skate - Georges Bank / Southern New England","Barndoor skate, 5.78"
"165","Barndoor skate","Georges Bank / Southern New England","rec_catch","Social","average of 2014 - 2019 data",818,1,31,5,0.032258064516129,5.77895474286507,2,53,"Barndoor skate - Georges Bank / Southern New England","Barndoor skate, 5.78"
"166","Barndoor skate","Georges Bank / Southern New England","com_catch_max","Social","2019",263414,4,36,5,0.111111111111111,5.77895474286507,2,53,"Barndoor skate - Georges Bank / Southern New England","Barndoor skate, 5.78"
"167","Barndoor skate","Georges Bank / Southern New England","com_catch_5yr","Social","average of 2014 - 2019 data",263414,9,35,5,0.257142857142857,5.77895474286507,2,53,"Barndoor skate - Georges Bank / Southern New England","Barndoor skate, 5.78"
"168","Barndoor skate","Georges Bank / Southern New England","com_catch_hist","Social",NA,NA,NA,NA,5,0.5,5.77895474286507,2,53,"Barndoor skate - Georges Bank / Southern New England","Barndoor skate, 5.78"
"169","Barndoor skate","Georges Bank / Southern New England","revenue_max","Social","2015",68380.1378850578,3,36,5,0.0833333333333333,5.77895474286507,2,53,"Barndoor skate - Georges Bank / Southern New England","Barndoor skate, 5.78"
"170","Barndoor skate","Georges Bank / Southern New England","revenue_5yr","Social","average of 2014 - 2019 data",68380.1378850578,8,35,5,0.228571428571429,5.77895474286507,2,53,"Barndoor skate - Georges Bank / Southern New England","Barndoor skate, 5.78"
"171","Barndoor skate","Georges Bank / Southern New England","revenue_hist","Social",NA,NA,NA,NA,5,0.5,5.77895474286507,2,53,"Barndoor skate - Georges Bank / Southern New England","Barndoor skate, 5.78"
"172","Black sea bass","Mid-Atlantic","bbmsy","Biological","2018",2.37100005149841,4,41,2,0.0975609756097561,7.08108309539462,7,53,"Black sea bass - Mid-Atlantic","Black sea bass, 7.08"
"173","Black sea bass","Mid-Atlantic","ffmsy","Social","2018",0.912999987602234,29,36,2,0.805555555555556,7.08108309539462,7,53,"Black sea bass - Mid-Atlantic","Black sea bass, 7.08"
"174","Black sea bass","Mid-Atlantic","asmt_catch","Social","2017",10162,17,43,2,0.395348837209302,7.08108309539462,7,53,"Black sea bass - Mid-Atlantic","Black sea bass, 7.08"
"175","Black sea bass","Mid-Atlantic","recruitment","Biological","mean of last 10 years vs historic mean",1.74580351977427,6,20,2,0.3,7.08108309539462,7,53,"Black sea bass - Mid-Atlantic","Black sea bass, 7.08"
"176","Black sea bass","Mid-Atlantic","abundance","Biological","mean of last 10 years vs historic mean",4.09276012268357,3,37,2,0.0810810810810811,7.08108309539462,7,53,"Black sea bass - Mid-Atlantic","Black sea bass, 7.08"
"177","Black sea bass","Mid-Atlantic","biomass_fall","Biological","mean of last 10 years vs historic mean",2.6019529343163,13,51,2,0.254901960784314,7.08108309539462,7,53,"Black sea bass - Mid-Atlantic","Black sea bass, 7.08"
"178","Black sea bass","Mid-Atlantic","biomass_spring","Biological","mean of last 10 years vs historic mean",1.55518940470336,20,51,2,0.392156862745098,7.08108309539462,7,53,"Black sea bass - Mid-Atlantic","Black sea bass, 7.08"
"179","Black sea bass","Mid-Atlantic","avg_length_fall","Biological","mean of last 10 years vs historic mean",1.19946881117512,1,51,2,0.0196078431372549,7.08108309539462,7,53,"Black sea bass - Mid-Atlantic","Black sea bass, 7.08"
"180","Black sea bass","Mid-Atlantic","avg_length_spring","Biological","mean of last 10 years vs historic mean",0.953394081512927,19,51,2,0.372549019607843,7.08108309539462,7,53,"Black sea bass - Mid-Atlantic","Black sea bass, 7.08"
"181","Black sea bass","Mid-Atlantic","max_length_fall","Biological","mean of last 10 years vs historic mean",1.21663618001384,1,51,2,0.0196078431372549,7.08108309539462,7,53,"Black sea bass - Mid-Atlantic","Black sea bass, 7.08"
"182","Black sea bass","Mid-Atlantic","max_length_spring","Biological","mean of last 10 years vs historic mean",0.981629003135988,20,51,2,0.392156862745098,7.08108309539462,7,53,"Black sea bass - Mid-Atlantic","Black sea bass, 7.08"
"183","Black sea bass","Mid-Atlantic","diet","Biological","all",13,3,11,2,0.272727272727273,7.08108309539462,7,53,"Black sea bass - Mid-Atlantic","Black sea bass, 7.08"
"184","Black sea bass","Mid-Atlantic","rec_catch","Social","average of 2014 - 2019 data",2365897,28,31,2,0.903225806451613,7.08108309539462,7,53,"Black sea bass - Mid-Atlantic","Black sea bass, 7.08"
"185","Black sea bass","Mid-Atlantic","com_catch_max","Social","1952",9778300,18,36,2,0.5,7.08108309539462,7,53,"Black sea bass - Mid-Atlantic","Black sea bass, 7.08"
"186","Black sea bass","Mid-Atlantic","com_catch_5yr","Social","average of 2014 - 2019 data",898665,13,35,2,0.371428571428571,7.08108309539462,7,53,"Black sea bass - Mid-Atlantic","Black sea bass, 7.08"
"187","Black sea bass","Mid-Atlantic","com_catch_hist","Social","mean of last 10 years vs historic mean",0.464627315365425,19,34,2,0.527777777777778,7.08108309539462,7,53,"Black sea bass - Mid-Atlantic","Black sea bass, 7.08"
"188","Black sea bass","Mid-Atlantic","revenue_max","Social","1952",10424545.854655,20,36,2,0.555555555555556,7.08108309539462,7,53,"Black sea bass - Mid-Atlantic","Black sea bass, 7.08"
"189","Black sea bass","Mid-Atlantic","revenue_5yr","Social","average of 2014 - 2019 data",2943870.37412696,18,35,2,0.514285714285714,7.08108309539462,7,53,"Black sea bass - Mid-Atlantic","Black sea bass, 7.08"
"190","Black sea bass","Mid-Atlantic","revenue_hist","Social","mean of last 10 years vs historic mean",1.12490330304541,11,34,2,0.305555555555556,7.08108309539462,7,53,"Black sea bass - Mid-Atlantic","Black sea bass, 7.08"
"191","Bluefish","Atlantic","bbmsy","Biological","2018",0.458000004291534,27,41,8,0.658536585365854,12.4227253709328,49,53,"Bluefish - Atlantic","Bluefish, 12.42"
"192","Bluefish","Atlantic","ffmsy","Social","2018",0.797999978065491,24,36,8,0.666666666666667,12.4227253709328,49,53,"Bluefish - Atlantic","Bluefish, 12.42"
"193","Bluefish","Atlantic","asmt_catch","Social","1986",84201,36,43,8,0.837209302325581,12.4227253709328,49,53,"Bluefish - Atlantic","Bluefish, 12.42"
"194","Bluefish","Atlantic","recruitment","Biological","mean of last 10 years vs historic mean",0.818711495935152,9,20,8,0.45,12.4227253709328,49,53,"Bluefish - Atlantic","Bluefish, 12.42"
"195","Bluefish","Atlantic","abundance","Biological","mean of last 10 years vs historic mean",0.957948104716544,23,37,8,0.621621621621622,12.4227253709328,49,53,"Bluefish - Atlantic","Bluefish, 12.42"
"196","Bluefish","Atlantic","biomass_fall","Biological","mean of last 10 years vs historic mean",0.391676149038702,51,51,8,1,12.4227253709328,49,53,"Bluefish - Atlantic","Bluefish, 12.42"
"197","Bluefish","Atlantic","biomass_spring","Biological","mean of last 10 years vs historic mean",0.479084180343577,47,51,8,0.92156862745098,12.4227253709328,49,53,"Bluefish - Atlantic","Bluefish, 12.42"
"198","Bluefish","Atlantic","avg_length_fall","Biological","mean of last 10 years vs historic mean",0.812440212561847,43,51,8,0.843137254901961,12.4227253709328,49,53,"Bluefish - Atlantic","Bluefish, 12.42"
"199","Bluefish","Atlantic","avg_length_spring","Biological","mean of last 10 years vs historic mean",0.820608259359487,42,51,8,0.823529411764706,12.4227253709328,49,53,"Bluefish - Atlantic","Bluefish, 12.42"
"200","Bluefish","Atlantic","max_length_fall","Biological","mean of last 10 years vs historic mean",0.777086938538109,51,51,8,1,12.4227253709328,49,53,"Bluefish - Atlantic","Bluefish, 12.42"
"201","Bluefish","Atlantic","max_length_spring","Biological","mean of last 10 years vs historic mean",0.807542983915696,48,51,8,0.941176470588235,12.4227253709328,49,53,"Bluefish - Atlantic","Bluefish, 12.42"
"202","Bluefish","Atlantic","diet","Biological","all",10,6,11,8,0.545454545454545,12.4227253709328,49,53,"Bluefish - Atlantic","Bluefish, 12.42"
"203","Bluefish","Atlantic","rec_catch","Social","average of 2014 - 2019 data",1548146,27,31,8,0.870967741935484,12.4227253709328,49,53,"Bluefish - Atlantic","Bluefish, 12.42"
"204","Bluefish","Atlantic","com_catch_max","Social","1976",4167100,11,36,8,0.305555555555556,12.4227253709328,49,53,"Bluefish - Atlantic","Bluefish, 12.42"
