"","Species","Region","Indicator","norm_rank","total_risk","stock","label"
"68","Red hake","Gulf of Maine / Northern Georges Bank","asmt_catch",0.147058823529412,5.26932958826779,"Red hake - Gulf of Maine / Northern Georges Bank","Red hake, 5.27"
"69","Red hake","Gulf of Maine / Northern Georges Bank","recruitment",0.5,5.26932958826779,"Red hake - Gulf of Maine / Northern Georges Bank","Red hake, 5.27"
"70","Red hake","Gulf of Maine / Northern Georges Bank","abundance",0.5,5.26932958826779,"Red hake - Gulf of Maine / Northern Georges Bank","Red hake, 5.27"
"71","Red hake","Gulf of Maine / Northern Georges Bank","biomass_fall",0.176470588235294,5.26932958826779,"Red hake - Gulf of Maine / Northern Georges Bank","Red hake, 5.27"
"72","Red hake","Gulf of Maine / Northern Georges Bank","biomass_spring",0.156862745098039,5.26932958826779,"Red hake - Gulf of Maine / Northern Georges Bank","Red hake, 5.27"
"73","Red hake","Gulf of Maine / Northern Georges Bank","avg_length_fall",0.686274509803922,5.26932958826779,"Red hake - Gulf of Maine / Northern Georges Bank","Red hake, 5.27"
"74","Red hake","Gulf of Maine / Northern Georges Bank","avg_length_spring",0.725490196078431,5.26932958826779,"Red hake - Gulf of Maine / Northern Georges Bank","Red hake, 5.27"
"75","Red hake","Gulf of Maine / Northern Georges Bank","max_length_fall",0.490196078431373,5.26932958826779,"Red hake - Gulf of Maine / Northern Georges Bank","Red hake, 5.27"
"76","Red hake","Gulf of Maine / Northern Georges Bank","max_length_spring",0.490196078431373,5.26932958826779,"Red hake - Gulf of Maine / Northern Georges Bank","Red hake, 5.27"
"77","Red hake","Gulf of Maine / Northern Georges Bank","diet",0.272727272727273,5.26932958826779,"Red hake - Gulf of Maine / Northern Georges Bank","Red hake, 5.27"
"78","Red hake","Gulf of Maine / Northern Georges Bank","rec_catch",0.387096774193548,5.26932958826779,"Red hake - Gulf of Maine / Northern Georges Bank","Red hake, 5.27"
"79","Red hake","Southern Georges Bank / Mid-Atlantic","bbmsy",0.782608695652174,7.60615823276907,"Red hake - Southern Georges Bank / Mid-Atlantic","Red hake, 7.61"
"80","Red hake","Southern Georges Bank / Mid-Atlantic","ffmsy",0.85,7.60615823276907,"Red hake - Southern Georges Bank / Mid-Atlantic","Red hake, 7.61"
"81","Red hake","Southern Georges Bank / Mid-Atlantic","asmt_catch",0.882352941176471,7.60615823276907,"Red hake - Southern Georges Bank / Mid-Atlantic","Red hake, 7.61"
"82","Red hake","Southern Georges Bank / Mid-Atlantic","recruitment",0.5,7.60615823276907,"Red hake - Southern Georges Bank / Mid-Atlantic","Red hake, 7.61"
"83","Red hake","Southern Georges Bank / Mid-Atlantic","abundance",0.5,7.60615823276907,"Red hake - Southern Georges Bank / Mid-Atlantic","Red hake, 7.61"
"84","Red hake","Southern Georges Bank / Mid-Atlantic","biomass_fall",0.529411764705882,7.60615823276907,"Red hake - Southern Georges Bank / Mid-Atlantic","Red hake, 7.61"
"85","Red hake","Southern Georges Bank / Mid-Atlantic","biomass_spring",0.529411764705882,7.60615823276907,"Red hake - Southern Georges Bank / Mid-Atlantic","Red hake, 7.61"
"86","Red hake","Southern Georges Bank / Mid-Atlantic","avg_length_fall",0.313725490196078,7.60615823276907,"Red hake - Southern Georges Bank / Mid-Atlantic","Red hake, 7.61"
"87","Red hake","Southern Georges Bank / Mid-Atlantic","avg_length_spring",0.686274509803922,7.60615823276907,"Red hake - Southern Georges Bank / Mid-Atlantic","Red hake, 7.61"
"88","Red hake","Southern Georges Bank / Mid-Atlantic","max_length_fall",0.627450980392157,7.60615823276907,"Red hake - Southern Georges Bank / Mid-Atlantic","Red hake, 7.61"
"89","Red hake","Southern Georges Bank / Mid-Atlantic","max_length_spring",0.745098039215686,7.60615823276907,"Red hake - Southern Georges Bank / Mid-Atlantic","Red hake, 7.61"
"90","Red hake","Southern Georges Bank / Mid-Atlantic","diet",0.272727272727273,7.60615823276907,"Red hake - Southern Georges Bank / Mid-Atlantic","Red hake, 7.61"
"91","Red hake","Southern Georges Bank / Mid-Atlantic","rec_catch",0.387096774193548,7.60615823276907,"Red hake - Southern Georges Bank / Mid-Atlantic","Red hake, 7.61"
"92","Silver hake","Gulf of Maine / Northern Georges Bank","bbmsy",0.0434782608695652,3.81040368206444,"Silver hake - Gulf of Maine / Northern Georges Bank","Silver hake, 3.81"
"93","Silver hake","Gulf of Maine / Northern Georges Bank","ffmsy",0.1,3.81040368206444,"Silver hake - Gulf of Maine / Northern Georges Bank","Silver hake, 3.81"
"94","Silver hake","Gulf of Maine / Northern Georges Bank","asmt_catch",0.852941176470588,3.81040368206444,"Silver hake - Gulf of Maine / Northern Georges Bank","Silver hake, 3.81"
"95","Silver hake","Gulf of Maine / Northern Georges Bank","recruitment",0.5,3.81040368206444,"Silver hake - Gulf of Maine / Northern Georges Bank","Silver hake, 3.81"
"96","Silver hake","Gulf of Maine / Northern Georges Bank","abundance",0.5,3.81040368206444,"Silver hake - Gulf of Maine / Northern Georges Bank","Silver hake, 3.81"
"97","Silver hake","Gulf of Maine / Northern Georges Bank","biomass_fall",0.0196078431372549,3.81040368206444,"Silver hake - Gulf of Maine / Northern Georges Bank","Silver hake, 3.81"
"98","Silver hake","Gulf of Maine / Northern Georges Bank","biomass_spring",0.0196078431372549,3.81040368206444,"Silver hake - Gulf of Maine / Northern Georges Bank","Silver hake, 3.81"
"99","Silver hake","Gulf of Maine / Northern Georges Bank","avg_length_fall",0.647058823529412,3.81040368206444,"Silver hake - Gulf of Maine / Northern Georges Bank","Silver hake, 3.81"
"100","Silver hake","Gulf of Maine / Northern Georges Bank","avg_length_spring",0.117647058823529,3.81040368206444,"Silver hake - Gulf of Maine / Northern Georges Bank","Silver hake, 3.81"
"101","Silver hake","Gulf of Maine / Northern Georges Bank","max_length_fall",0.0784313725490196,3.81040368206444,"Silver hake - Gulf of Maine / Northern Georges Bank","Silver hake, 3.81"
"102","Silver hake","Gulf of Maine / Northern Georges Bank","max_length_spring",0.0196078431372549,3.81040368206444,"Silver hake - Gulf of Maine / Northern Georges Bank","Silver hake, 3.81"
"103","Silver hake","Gulf of Maine / Northern Georges Bank","diet",0.363636363636364,3.81040368206444,"Silver hake - Gulf of Maine / Northern Georges Bank","Silver hake, 3.81"
"104","Silver hake","Gulf of Maine / Northern Georges Bank","rec_catch",0.548387096774194,3.81040368206444,"Silver hake - Gulf of Maine / Northern Georges Bank","Silver hake, 3.81"
"105","Silver hake","Southern Georges Bank / Mid-Atlantic","bbmsy",0.652173913043478,5.39164835384619,"Silver hake - Southern Georges Bank / Mid-Atlantic","Silver hake, 5.39"
"106","Silver hake","Southern Georges Bank / Mid-Atlantic","ffmsy",0.2,5.39164835384619,"Silver hake - Southern Georges Bank / Mid-Atlantic","Silver hake, 5.39"
"107","Silver hake","Southern Georges Bank / Mid-Atlantic","asmt_catch",0.941176470588235,5.39164835384619,"Silver hake - Southern Georges Bank / Mid-Atlantic","Silver hake, 5.39"
"108","Silver hake","Southern Georges Bank / Mid-Atlantic","recruitment",0.5,5.39164835384619,"Silver hake - Southern Georges Bank / Mid-Atlantic","Silver hake, 5.39"
"109","Silver hake","Southern Georges Bank / Mid-Atlantic","abundance",0.5,5.39164835384619,"Silver hake - Southern Georges Bank / Mid-Atlantic","Silver hake, 5.39"
"110","Silver hake","Southern Georges Bank / Mid-Atlantic","biomass_fall",0.117647058823529,5.39164835384619,"Silver hake - Southern Georges Bank / Mid-Atlantic","Silver hake, 5.39"
"111","Silver hake","Southern Georges Bank / Mid-Atlantic","biomass_spring",0.274509803921569,5.39164835384619,"Silver hake - Southern Georges Bank / Mid-Atlantic","Silver hake, 5.39"
"112","Silver hake","Southern Georges Bank / Mid-Atlantic","avg_length_fall",0.0392156862745098,5.39164835384619,"Silver hake - Southern Georges Bank / Mid-Atlantic","Silver hake, 5.39"
"113","Silver hake","Southern Georges Bank / Mid-Atlantic","avg_length_spring",0.411764705882353,5.39164835384619,"Silver hake - Southern Georges Bank / Mid-Atlantic","Silver hake, 5.39"
"114","Silver hake","Southern Georges Bank / Mid-Atlantic","max_length_fall",0.372549019607843,5.39164835384619,"Silver hake - Southern Georges Bank / Mid-Atlantic","Silver hake, 5.39"
"115","Silver hake","Southern Georges Bank / Mid-Atlantic","max_length_spring",0.470588235294118,5.39164835384619,"Silver hake - Southern Georges Bank / Mid-Atlantic","Silver hake, 5.39"
"116","Silver hake","Southern Georges Bank / Mid-Atlantic","diet",0.363636363636364,5.39164835384619,"Silver hake - Southern Georges Bank / Mid-Atlantic","Silver hake, 5.39"
"117","Silver hake","Southern Georges Bank / Mid-Atlantic","rec_catch",0.548387096774194,5.39164835384619,"Silver hake - Southern Georges Bank / Mid-Atlantic","Silver hake, 5.39"
"118","White hake","Gulf of Maine / Georges Bank","bbmsy",0.608695652173913,6.94625530946792,"White hake - Gulf of Maine / Georges Bank","White hake, 6.95"
"119","White hake","Gulf of Maine / Georges Bank","ffmsy",0.5,6.94625530946792,"White hake - Gulf of Maine / Georges Bank","White hake, 6.95"
"120","White hake","Gulf of Maine / Georges Bank","asmt_catch",0.470588235294118,6.94625530946792,"White hake - Gulf of Maine / Georges Bank","White hake, 6.95"
"121","White hake","Gulf of Maine / Georges Bank","recruitment",0.5,6.94625530946792,"White hake - Gulf of Maine / Georges Bank","White hake, 6.95"
"122","White hake","Gulf of Maine / Georges Bank","abundance",0.5,6.94625530946792,"White hake - Gulf of Maine / Georges Bank","White hake, 6.95"
"123","White hake","Gulf of Maine / Georges Bank","biomass_fall",0.705882352941177,6.94625530946792,"White hake - Gulf of Maine / Georges Bank","White hake, 6.95"
"124","White hake","Gulf of Maine / Georges Bank","biomass_spring",0.666666666666667,6.94625530946792,"White hake - Gulf of Maine / Georges Bank","White hake, 6.95"
"125","White hake","Gulf of Maine / Georges Bank","avg_length_fall",0.549019607843137,6.94625530946792,"White hake - Gulf of Maine / Georges Bank","White hake, 6.95"
"126","White hake","Gulf of Maine / Georges Bank","avg_length_spring",0.490196078431373,6.94625530946792,"White hake - Gulf of Maine / Georges Bank","White hake, 6.95"
"127","White hake","Gulf of Maine / Georges Bank","max_length_fall",0.705882352941177,6.94625530946792,"White hake - Gulf of Maine / Georges Bank","White hake, 6.95"
"128","White hake","Gulf of Maine / Georges Bank","max_length_spring",0.686274509803922,6.94625530946792,"White hake - Gulf of Maine / Georges Bank","White hake, 6.95"
"129","White hake","Gulf of Maine / Georges Bank","diet",0.272727272727273,6.94625530946792,"White hake - Gulf of Maine / Georges Bank","White hake, 6.95"
"130","White hake","Gulf of Maine / Georges Bank","rec_catch",0.290322580645161,6.94625530946792,"White hake - Gulf of Maine / Georges Bank","White hake, 6.95"
"131","Windowpane","Gulf of Maine / Georges Bank","bbmsy",0.826086956521739,7.97131724805184,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 7.97"
"132","Windowpane","Gulf of Maine / Georges Bank","ffmsy",0.7,7.97131724805184,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 7.97"
"133","Windowpane","Gulf of Maine / Georges Bank","asmt_catch",0.176470588235294,7.97131724805184,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 7.97"
"134","Windowpane","Gulf of Maine / Georges Bank","recruitment",0.5,7.97131724805184,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 7.97"
"135","Windowpane","Gulf of Maine / Georges Bank","abundance",0.5,7.97131724805184,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 7.97"
"136","Windowpane","Gulf of Maine / Georges Bank","biomass_fall",0.862745098039216,7.97131724805184,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 7.97"
"137","Windowpane","Gulf of Maine / Georges Bank","biomass_spring",0.901960784313726,7.97131724805184,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 7.97"
"138","Windowpane","Gulf of Maine / Georges Bank","avg_length_fall",0.725490196078431,7.97131724805184,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 7.97"
"139","Windowpane","Gulf of Maine / Georges Bank","avg_length_spring",0.705882352941177,7.97131724805184,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 7.97"
"140","Windowpane","Gulf of Maine / Georges Bank","max_length_fall",0.725490196078431,7.97131724805184,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 7.97"
"141","Windowpane","Gulf of Maine / Georges Bank","max_length_spring",0.725490196078431,7.97131724805184,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 7.97"
"142","Windowpane","Gulf of Maine / Georges Bank","diet",0.363636363636364,7.97131724805184,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 7.97"
"143","Windowpane","Gulf of Maine / Georges Bank","rec_catch",0.258064516129032,7.97131724805184,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 7.97"
"144","Windowpane","Southern New England / Mid-Atlantic","bbmsy",0.173913043478261,6.5760060801064,"Windowpane - Southern New England / Mid-Atlantic","Windowpane, 6.58"
"145","Windowpane","Southern New England / Mid-Atlantic","ffmsy",0.8,6.5760060801064,"Windowpane - Southern New England / Mid-Atlantic","Windowpane, 6.58"
"146","Windowpane","Southern New England / Mid-Atlantic","asmt_catch",0.352941176470588,6.5760060801064,"Windowpane - Southern New England / Mid-Atlantic","Windowpane, 6.58"
"147","Windowpane","Southern New England / Mid-Atlantic","recruitment",0.5,6.5760060801064,"Windowpane - Southern New England / Mid-Atlantic","Windowpane, 6.58"
"148","Windowpane","Southern New England / Mid-Atlantic","abundance",0.5,6.5760060801064,"Windowpane - Southern New England / Mid-Atlantic","Windowpane, 6.58"
"149","Windowpane","Southern New England / Mid-Atlantic","biomass_fall",0.764705882352941,6.5760060801064,"Windowpane - Southern New England / Mid-Atlantic","Windowpane, 6.58"
"150","Windowpane","Southern New England / Mid-Atlantic","biomass_spring",0.843137254901961,6.5760060801064,"Windowpane - Southern New England / Mid-Atlantic","Windowpane, 6.58"
"151","Windowpane","Southern New England / Mid-Atlantic","avg_length_fall",0.450980392156863,6.5760060801064,"Windowpane - Southern New England / Mid-Atlantic","Windowpane, 6.58"
"152","Windowpane","Southern New England / Mid-Atlantic","avg_length_spring",0.470588235294118,6.5760060801064,"Windowpane - Southern New England / Mid-Atlantic","Windowpane, 6.58"
"153","Windowpane","Southern New England / Mid-Atlantic","max_length_fall",0.549019607843137,6.5760060801064,"Windowpane - Southern New England / Mid-Atlantic","Windowpane, 6.58"
"154","Windowpane","Southern New England / Mid-Atlantic","max_length_spring",0.549019607843137,6.5760060801064,"Windowpane - Southern New England / Mid-Atlantic","Windowpane, 6.58"
"155","Windowpane","Southern New England / Mid-Atlantic","diet",0.363636363636364,6.5760060801064,"Windowpane - Southern New England / Mid-Atlantic","Windowpane, 6.58"
"156","Windowpane","Southern New England / Mid-Atlantic","rec_catch",0.258064516129032,6.5760060801064,"Windowpane - Southern New England / Mid-Atlantic","Windowpane, 6.58"
"157","Winter flounder","Georges Bank","bbmsy",0.695652173913043,6.13372153655546,"Winter flounder - Georges Bank","Winter flounder, 6.13"
"158","Winter flounder","Georges Bank","ffmsy",0.25,6.13372153655546,"Winter flounder - Georges Bank","Winter flounder, 6.13"
"159","Winter flounder","Georges Bank","asmt_catch",0.235294117647059,6.13372153655546,"Winter flounder - Georges Bank","Winter flounder, 6.13"
"160","Winter flounder","Georges Bank","recruitment",0.785714285714286,6.13372153655546,"Winter flounder - Georges Bank","Winter flounder, 6.13"
"161","Winter flounder","Georges Bank","abundance",0.785714285714286,6.13372153655546,"Winter flounder - Georges Bank","Winter flounder, 6.13"
"162","Winter flounder","Georges Bank","biomass_fall",0.431372549019608,6.13372153655546,"Winter flounder - Georges Bank","Winter flounder, 6.13"
"163","Winter flounder","Georges Bank","biomass_spring",0.647058823529412,6.13372153655546,"Winter flounder - Georges Bank","Winter flounder, 6.13"
"164","Winter flounder","Georges Bank","avg_length_fall",0.274509803921569,6.13372153655546,"Winter flounder - Georges Bank","Winter flounder, 6.13"
"165","Winter flounder","Georges Bank","avg_length_spring",0.196078431372549,6.13372153655546,"Winter flounder - Georges Bank","Winter flounder, 6.13"
"166","Winter flounder","Georges Bank","max_length_fall",0.509803921568627,6.13372153655546,"Winter flounder - Georges Bank","Winter flounder, 6.13"
"167","Winter flounder","Georges Bank","max_length_spring",0.313725490196078,6.13372153655546,"Winter flounder - Georges Bank","Winter flounder, 6.13"
"168","Winter flounder","Georges Bank","diet",0.363636363636364,6.13372153655546,"Winter flounder - Georges Bank","Winter flounder, 6.13"
"169","Winter flounder","Georges Bank","rec_catch",0.645161290322581,6.13372153655546,"Winter flounder - Georges Bank","Winter flounder, 6.13"
