"Species","Year","State","Pounds","Dollars","Dollars_adj"
"Acadian redfish",2009,"NEW HAMPSHIRE",25169,15546,18522.8379921205
"Acadian redfish",2009,"NEW YORK",23814,28767,34275.4715373299
"Acadian redfish",2009,"RHODE ISLAND",5594,3776,4499.05031894037
"Acadian redfish",2008,"CONNECTICUT",940,1124,1334.93969573191
"Acadian redfish",2008,"MAINE",221722,142518,169264.17754121
"Acadian redfish",2008,"MASSACHUSETTS",2364998,1264780,1502139.70495356
"Acadian redfish",2008,"NEW HAMPSHIRE",18717,15594,18520.5067751276
"Acadian redfish",2008,"NEW YORK",13226,15510,18420.7425985782
"Acadian redfish",2008,"RHODE ISLAND",9895,5634,6691.32584141777
"Acadian redfish",2007,"CONNECTICUT",244,129,159.054133425504
"Acadian redfish",2007,"MAINE",304510,202550,249739.649033612
"Acadian redfish",2007,"MASSACHUSETTS",1414229,782150,964373.569447738
"Acadian redfish",2007,"NEW HAMPSHIRE",13310,9410,11602.3208956124
"Acadian redfish",2007,"NEW YORK",830,1059,1305.72346742333
"Acadian redfish",2007,"RHODE ISLAND",3827,2395,2952.98177948901
"Acadian redfish",2006,"CONNECTICUT",976,333,422.367551577294
"Acadian redfish",2006,"MAINE",334810,245092,310867.591444991
"Acadian redfish",2006,"MASSACHUSETTS",729330,521234,661118.103239757
"Acadian redfish",2006,"NEW HAMPSHIRE",22440,18836,23891.0366411709
"Acadian redfish",2006,"NEW YORK",3488,4370,5542.78138256088
"Acadian redfish",2006,"RHODE ISLAND",9458,7451,9450.63251292016
"Acadian redfish",2005,"CONNECTICUT",364,175,229.116838084671
"Acadian redfish",2005,"MAINE",400978,247174,323609.859067088
"Acadian redfish",2005,"MARYLAND",100,90,117.831516729259
"Acadian redfish",2005,"MASSACHUSETTS",792779,439482,575387.00705787
"Acadian redfish",2005,"NEW HAMPSHIRE",32461,18190,23815.058770058
"Acadian redfish",2005,"NEW YORK",2577,2421,3169.66780001707
"Acadian redfish",2005,"RHODE ISLAND",7504,4642,6077.48778508023
"Acadian redfish",2005,"VIRGINIA",25,17,22.2570642710823
"Acadian redfish",2004,"MAINE",134081,63081,85367.8854510565
"Acadian redfish",2004,"MARYLAND",188,174,235.475215492523
"Acadian redfish",2004,"MASSACHUSETTS",500524,260405,352407.606266267
"Acadian redfish",2004,"NEW HAMPSHIRE",27876,11327,15328.8952062288
"Acadian redfish",2004,"NEW YORK",4724,4371,5915.29980987251
"Acadian redfish",2004,"RHODE ISLAND",5211,2560,3464.46294057965
"Acadian redfish",2003,"MAINE",317440,156699,217718.56996875
"Acadian redfish",2003,"MASSACHUSETTS",443328,236369,328412.56590625
"Acadian redfish",2003,"NEW HAMPSHIRE",24727,12408,17239.75275
"Acadian redfish",2003,"NEW YORK",1018,797,1107.35678125
"Acadian redfish",2003,"RHODE ISLAND",8378,2828,3929.240875
"Acadian redfish",2002,"MAINE",317936,184994,262938.40722109
"Acadian redfish",2002,"MASSACHUSETTS",459735,280247,398324.809499166
"Acadian redfish",2002,"NEW HAMPSHIRE",26194,17188,24429.9022850259
"Acadian redfish",2002,"NEW YORK",837,636,903.968923276501
"Acadian redfish",2002,"RHODE ISLAND",6285,3377,4799.84756903262
"Acadian redfish",2001,"CONNECTICUT",1487,823,1188.42400894328
"Acadian redfish",2001,"MAINE",380244,177540,256370.350604848
"Acadian redfish",2001,"MASSACHUSETTS",344333,155893,225111.766738997
"Acadian redfish",2001,"NEW HAMPSHIRE",57828,19999,28878.8478187809
"Acadian redfish",2001,"NEW YORK",2113,1322,1908.98729018593
"Acadian redfish",2001,"RHODE ISLAND",6833,2078,3000.66232148741
"Acadian redfish",2000,"CONNECTICUT",180,87,129.167779606059
"Acadian redfish",2000,"MAINE",346034,212625,315681.599295843
"Acadian redfish",2000,"MARYLAND",7,8,11.8774969752698
"Acadian redfish",2000,"MASSACHUSETTS",292706,136736,203010.178301312
"Acadian redfish",2000,"NEW HAMPSHIRE",47992,18892,28048.7091070997
"Acadian redfish",2000,"NEW YORK",3191,3716,5517.09734501283
"Acadian redfish",2000,"RHODE ISLAND",11218,3143,4666.37162415913
"Acadian redfish",1999,"MAINE",395166,222915,342101.372303652
"Acadian redfish",1999,"MARYLAND",17,9,13.8120465232616
"Acadian redfish",1999,"MASSACHUSETTS",327192,170887,262255.466024512
"Acadian redfish",1999,"NEW HAMPSHIRE",44896,20415,31330.3255302651
"Acadian redfish",1999,"NEW JERSEY",1229,1844,2829.93486543272
"Acadian redfish",1999,"NEW YORK",1101,493,756.593215107554
"Acadian redfish",1999,"RHODE ISLAND",8162,2973,4562.57936818409
"Acadian redfish",1998,"MAINE",332550,203614,319333.807947446
"Acadian redfish",1998,"MASSACHUSETTS",345604,200246,314051.674768161
"Acadian redfish",1998,"NEW HAMPSHIRE",16988,9502,14902.2652819386
"Acadian redfish",1998,"NEW JERSEY",211,163,255.637680588927
"Acadian redfish",1998,"NEW YORK",1226,1165,1827.10366801288
"Acadian redfish",1998,"RHODE ISLAND",9575,4275,6704.60788047646
"Acadian redfish",1997,"MAINE",235463,140138,223182.587157764
"Acadian redfish",1997,"MASSACHUSETTS",290321,188434,300098.38608005
"Acadian redfish",1997,"NEW HAMPSHIRE",10755,6848,10906.0665690702
"Acadian redfish",1997,"NEW JERSEY",109,104,165.629515651768
"Acadian redfish",1997,"NEW YORK",2680,2943,4686.99677464569
"Acadian redfish",1997,"RHODE ISLAND",13260,7323,11662.5475299798
"Acadian redfish",1996,"MAINE",195672,141845,231181.728526271
"Acadian redfish",1996,"MASSACHUSETTS",479511,310024,505283.12034001
"Acadian redfish",1996,"NEW HAMPSHIRE",14771,7374,12018.2880337885
"Acadian redfish",1996,"NEW JERSEY",1503,1837,2993.97818254263
"Acadian redfish",1996,"NEW YORK",2640,2003,3264.52819794932
"Acadian redfish",1996,"RHODE ISLAND",4100,2412,3931.12432024651
"Acadian redfish",1995,"CONNECTICUT",30,17,28.5205911626381
"Acadian redfish",1995,"MAINE",289191,197954,332103.829588756
"Acadian redfish",1995,"MASSACHUSETTS",657921,399572,670354.685413978
"Acadian redfish",1995,"NEW HAMPSHIRE",19287,11835,19855.3644946954
"Acadian redfish",1995,"NEW JERSEY",960,764,1281.74892048562
"Acadian redfish",1995,"NEW YORK",2112,1461,2451.09315815378
"Acadian redfish",1995,"RHODE ISLAND",1215,1035,1736.40069725473
"Acadian redfish",1995,"VIRGINIA",143,43,72.1403188231434
"Acadian redfish",1994,"MAINE",339008,227952,393159.721801316
"Acadian redfish",1994,"MASSACHUSETTS",598780,359127,619403.520966436
"Acadian redfish",1994,"NEW HAMPSHIRE",18609,11685,20153.6786220273
"Acadian redfish",1994,"NEW JERSEY",992,742,1279.76290436836
"Acadian redfish",1994,"NEW YORK",2837,1722,2970.01579693034
"Acadian redfish",1994,"RHODE ISLAND",9894,3637,6272.90792882442
"Acadian redfish",1994,"VIRGINIA",17,17,29.3207134424018
"Acadian redfish",1993,"MAINE",980449,445921,789064.115526908
"Acadian redfish",1993,"MASSACHUSETTS",742092,343002,606947.351109189
"Acadian redfish",1993,"NEW HAMPSHIRE",16228,9606,16997.9657691642
"Acadian redfish",1993,"NEW JERSEY",1027,608,1075.86541616197
"Acadian redfish",1993,"NEW YORK",70,70,123.866084097595
"Acadian redfish",1993,"RHODE ISLAND",24560,7472,13221.8197196747
"Acadian redfish",1992,"CONNECTICUT",11240,4517,8230.26266733979
"Acadian redfish",1992,"MAINE",882561,381254,694669.15275049
"Acadian redfish",1992,"MASSACHUSETTS",945093,392914,715914.417904615
"Acadian redfish",1992,"NEW HAMPSHIRE",11953,6750,12298.9313713845
"Acadian redfish",1992,"NEW JERSEY",2550,951,1732.78277543505
"Acadian redfish",1992,"RHODE ISLAND",25368,8753,15948.5253768486
"Acadian redfish",1991,"MAINE",498977,227433,427001.838615055
"Acadian redfish",1991,"MARYLAND",236,237,444.963728886169
"Acadian redfish",1991,"MASSACHUSETTS",618890,286192,537320.926149327
"Acadian redfish",1991,"NEW HAMPSHIRE",42491,23444,44015.7369620563
"Acadian redfish",1991,"NEW JERSEY",2030,1234,2316.81536474908
"Acadian redfish",1991,"RHODE ISLAND",13789,5892,11062.136247246
"Acadian redfish",1990,"MAINE",586400,315906,618112.934469035
"Acadian redfish",1990,"MARYLAND",20,20,39.1327125454429
"Acadian redfish",1990,"MASSACHUSETTS",698247,367693,719441.223698578
"Acadian redfish",1990,"NEW HAMPSHIRE",31784,19097,37365.8705740162
"Acadian redfish",1990,"NEW JERSEY",983,405,792.43742904522
"Acadian redfish",1990,"RHODE ISLAND",5066,1891,3699.99797117163
"Acadian redfish",1989,"MAINE",641300,406045,837536.81530626
"Acadian redfish",1989,"MASSACHUSETTS",706300,481310,992783.668251193
"Acadian redfish",1989,"NEW HAMPSHIRE",42300,28494,58773.7172366032
"Acadian redfish",1989,"NEW JERSEY",1100,504,1039.58564916291
"Acadian redfish",1989,"RHODE ISLAND",3100,1243,2563.89873394742
"Acadian redfish",1988,"MAINE",869700,538851,1164723.41820545
"Acadian redfish",1988,"MARYLAND",200,149,322.062665398436
"Acadian redfish",1988,"MASSACHUSETTS",1412700,888273,1919997.11396956
"Acadian redfish",1988,"NEW HAMPSHIRE",56700,32806,70909.9852420207
"Acadian redfish",1988,"NEW JERSEY",5000,3721,8042.92065736631
"Acadian redfish",1988,"NEW YORK",200,24,51.8758655675333
"Acadian redfish",1988,"RHODE ISLAND",7100,2570,5555.04060452336
"Acadian redfish",1987,"MAINE",1555000,1051897,2366890.92245343
"Acadian redfish",1987,"MARYLAND",100,120,270.0139944257
"Acadian redfish",1987,"MASSACHUSETTS",2605700,1632252,3672757.35357782
"Acadian redfish",1987,"NEW HAMPSHIRE",34400,20764,46721.421502127
"Acadian redfish",1987,"RHODE ISLAND",8400,3556,8001.41470148159
"Acadian redfish",1986,"MAINE",1712500,766280,1785915.5819494
"Acadian redfish",1986,"MASSACHUSETTS",4677800,2322574,5413061.93144876
"Acadian redfish",1986,"NEW HAMPSHIRE",176100,69824,162733.947896376
"Acadian redfish",1986,"RHODE ISLAND",9100,2411,5619.15026893565
"Acadian redfish",1985,"MAINE",4015400,1235685,2935908.89417983
"Acadian redfish",1985,"MASSACHUSETTS",5532800,1910408,4539007.78815985
"Acadian redfish",1985,"NEW HAMPSHIRE",46600,14203,33745.4238127323
"Acadian redfish",1985,"NEW JERSEY",100,25,59.3984084572491
"Acadian redfish",1985,"RHODE ISLAND",70200,18090,42980.6883596654
"Acadian redfish",1984,"MAINE",6788600,1952712,4803197.1199551
"Acadian redfish",1984,"MASSACHUSETTS",5352700,1541561,3791865.54670382
"Acadian redfish",1984,"NEW HAMPSHIRE",159800,47212,116130.050118666
"Acadian redfish",1984,"RHODE ISLAND",31700,6943,17078.0932384541
"Acadian redfish",1983,"MAINE",8314600,2094141,5376087.53729623
"Acadian redfish",1983,"MASSACHUSETTS",4851700,1368637,3513570.63291464
"Acadian redfish",1983,"NEW HAMPSHIRE",116000,31673,81311.0581230126
"Acadian redfish",1983,"RHODE ISLAND",5800,2096,5380.85996987448
"Acadian redfish",1982,"MAINE",10495900,2750762,7284886.41268819
"Acadian redfish",1982,"MASSACHUSETTS",7809100,2179812,5772830.51787638
"Acadian redfish",1982,"NEW HAMPSHIRE",97400,23640,62606.1850483426
"Acadian redfish",1982,"RHODE ISLAND",3400,759,2010.07167731354
"Acadian redfish",1981,"CONNECTICUT",2000,640,1799.30146627566
"Acadian redfish",1981,"MAINE",9162400,2421798,6808663.58191166
"Acadian redfish",1981,"MASSACHUSETTS",9701700,2879860,8096463.00104472
"Acadian redfish",1981,"NEW HAMPSHIRE",227200,67994,191158.912340543
"Acadian redfish",1981,"RHODE ISLAND",5500,1103,3100.98362078446
"Acadian redfish",1980,"MAINE",13780100,3028834,9399033.18299211
"Acadian redfish",1980,"MASSACHUSETTS",9782900,2382619,7393708.28623407
"Acadian redfish",1980,"NEW HAMPSHIRE",583900,126470,392459.84647987
"Acadian redfish",1980,"RHODE ISLAND",7300,1103,3422.81339975723
"Acadian redfish",1979,"MAINE",17836600,3534320,12448471.5325832
"Acadian redfish",1979,"MASSACHUSETTS",16185200,3626152,12771919.3352101
"Acadian redfish",1979,"NEW HAMPSHIRE",18300,3309,11654.8564649828
"Acadian redfish",1979,"RHODE ISLAND",3500,1142,4022.31673708381
"Acadian redfish",1978,"MAINE",22453500,3743286,14668139.5840771
"Acadian redfish",1978,"MASSACHUSETTS",13093400,2342460,9178975.43765487
"Acadian redfish",1978,"NEW HAMPSHIRE",15500,2601,10192.0694967429
"Acadian redfish",1978,"RHODE ISLAND",16500,2875,11265.7438689488
"Acadian redfish",1977,"MAINE",20803500,3140644,13245663.911185
"Acadian redfish",1977,"MASSACHUSETTS",14155600,2205410,9301315.15904592
"Acadian redfish",1977,"NEW HAMPSHIRE",9600,2003,8447.65112317844
"Acadian redfish",1977,"NEW JERSEY",2900,285,1201.98730409678
"Acadian redfish",1977,"RHODE ISLAND",51800,8848,37316.4339180643
"Acadian redfish",1976,"MAINE",20783400,2603614,11691145.2894116
"Acadian redfish",1976,"MASSACHUSETTS",11313300,1784937,8014996.76966189
"Acadian redfish",1976,"NEW HAMPSHIRE",13800,2692,12088.0296077283
"Acadian redfish",1976,"RHODE ISLAND",33100,4804,21571.6546194379
"Acadian redfish",1975,"MAINE",21514000,1979323,9401122.33055736
"Acadian redfish",1975,"MASSACHUSETTS",10537700,1324063,6288856.46070135
"Acadian redfish",1975,"NEW HAMPSHIRE",9100,1108,5262.62946586159
"Acadian redfish",1975,"RHODE ISLAND",1100,109,517.713548536925
"Acadian redfish",1975,"VIRGINIA",2100,321,1524.64265211333
"Acadian redfish",1974,"MAINE",30625700,2326496,12060232.1177154
"Acadian redfish",1974,"MASSACHUSETTS",10840400,1019419,5284526.50045793
"Acadian redfish",1974,"NEW HAMPSHIRE",3000,243,1259.67824771882
"Acadian redfish",1974,"NEW JERSEY",100,11,57.0224721189591
"Acadian redfish",1974,"RHODE ISLAND",18000,2226,11539.2748124366
"Acadian redfish",1973,"MAINE",36091800,2577955,14835253.3306978
"Acadian redfish",1973,"MASSACHUSETTS",17568800,1552281,8932848.66315701
"Acadian redfish",1973,"NEW HAMPSHIRE",4500,225,1294.79839617333
"Acadian redfish",1973,"RHODE ISLAND",11900,1074,6180.50434440068
"Acadian redfish",1972,"MAINE",42747800,2267847,13867493.3968966
"Acadian redfish",1972,"MASSACHUSETTS",16029000,1020626,6240952.02
"Acadian redfish",1972,"NEW HAMPSHIRE",13200,452,2763.90206896552
"Acadian redfish",1972,"NEW JERSEY",300,57,348.545172413793
"Acadian redfish",1972,"RHODE ISLAND",11700,622,3803.42275862069
"Acadian redfish",1971,"MAINE",46629900,2347169,14822285.2670255
"Acadian redfish",1971,"MASSACHUSETTS",13340100,700209,4421793.89065665
"Acadian redfish",1971,"NEW HAMPSHIRE",11500,345,2178.66221696171
"Acadian redfish",1971,"NEW JERSEY",100,15,94.7244442157266
"Acadian redfish",1971,"RHODE ISLAND",1100,74,467.307258130918
"Acadian redfish",1970,"MAINE",46688300,2273971,14966978.5443875
"Acadian redfish",1970,"MASSACHUSETTS",8586600,450509,2965191.08513409
"Acadian redfish",1970,"NEW HAMPSHIRE",8000,200,1316.37373954087
"Acadian redfish",1970,"RHODE ISLAND",7000,450,2961.84091396696
"Acadian redfish",1969,"MAINE",50752400,2151758,14995871.327174
"Acadian redfish",1969,"MASSACHUSETTS",5057300,213772,1489803.87448433
"Acadian redfish",1969,"NEW HAMPSHIRE",6500,130,905.986301681054
"Acadian redfish",1969,"RHODE ISLAND",3000,152,1059.30706042708
"Acadian redfish",1968,"MAINE",57749700,2240073,16460158.3474419
"Acadian redfish",1968,"MASSACHUSETTS",3568600,136540,1003302.13379641
"Acadian redfish",1968,"NEW HAMPSHIRE",4000,80,587.843640718563
"Acadian redfish",1968,"RHODE ISLAND",200,11,80.8285005988024
"Acadian redfish",1967,"MAINE",62153700,2408184,18446563.1681798
"Acadian redfish",1967,"MASSACHUSETTS",9253900,391159,2996257.42979026
"Acadian redfish",1967,"RHODE ISLAND",1400,69,528.536382022472
"Acadian redfish",1966,"MAINE",65082200,2678683,21089921.2512434
"Acadian redfish",1966,"MASSACHUSETTS",16467500,745818,5872006.08947004
"Acadian redfish",1966,"RHODE ISLAND",3100,105,826.690478634672
"Acadian redfish",1965,"MAINE",60307394,2380069,19299035.5204869
"Acadian redfish",1965,"MASSACHUSETTS",23293600,1014004,8222156.25425808
"Acadian redfish",1965,"NEW JERSEY",600,26,210.823687688323
"Acadian redfish",1965,"RHODE ISLAND",5900,294,2383.92939155257
"Acadian redfish",1964,"MAINE",58936209,2500433,20595099.772585
"Acadian redfish",1964,"MASSACHUSETTS",30331500,1280454,10546604.481786
"Acadian redfish",1963,"MAINE",63904800,2935653,24499517.6666948
"Acadian redfish",1963,"MASSACHUSETTS",44386700,2210781,18450092.0806012
"Acadian redfish",1962,"MAINE",69453400,2866916,24226395.7333737
"Acadian redfish",1962,"MASSACHUSETTS",54529600,2355580,19905436.1068202
"Acadian redfish",1962,"NEW JERSEY",500,20,169.006665932129
"Acadian redfish",1961,"MAINE",77350100,2942313,25155939.7531269
"Acadian redfish",1961,"MASSACHUSETTS",54712600,2172242,18572051.6074299
"Acadian redfish",1960,"MAINE",78257700,3009777,26008171.2821616
"Acadian redfish",1960,"MASSACHUSETTS",63174700,2409579,20821723.1209819
"Acadian redfish",1959,"MAINE",75224600,3116142,27329126.5662607
"Acadian redfish",1959,"MASSACHUSETTS",61478000,2549297,22357793.8258233
"Acadian redfish",1958,"MAINE",71067800,3002566,26578466.1046657
"Acadian redfish",1958,"MASSACHUSETTS",77577200,3273105,28973254.975748
"Acadian redfish",1957,"MAINE",64722700,2394868,21777915.5922812
"Acadian redfish",1957,"MASSACHUSETTS",69208300,2692724,24486491.9424828
"Acadian redfish",1956,"MAINE",64966900,2464204,23168675.7456128
"Acadian redfish",1956,"MASSACHUSETTS",86146400,3259332,30644543.3313555
"Acadian redfish",1955,"MAINE",67685000,2577442,24590576.1610263
"Acadian redfish",1955,"MASSACHUSETTS",89302600,3459702,33007945.6784886
"Acadian redfish",1955,"RHODE ISLAND",500,16,152.651046493547
"Acadian redfish",1954,"MAINE",79670700,3205500,30503944.8771636
"Acadian redfish",1954,"MASSACHUSETTS",101780700,4170271,39684828.1724642
"Acadian redfish",1953,"MAINE",60623200,2362155,22559742.1343472
"Acadian redfish",1953,"MASSACHUSETTS",93271200,3610257,34479730.1441784
"Acadian redfish",1953,"RHODE ISLAND",4100,124,1184.26099246622
"Acadian redfish",1952,"MAINE",60468300,2612084,25136056.4741405
"Acadian redfish",1952,"MASSACHUSETTS",128566400,5597761,53867194.4029141
"Acadian redfish",1952,"NEW JERSEY",200,20,192.459786700125
"Acadian redfish",1952,"RHODE ISLAND",7300,220,2117.05765370138
"Acadian redfish",1951,"MAINE",73941800,3428816,33749206.1862936
"Acadian redfish",1951,"MASSACHUSETTS",184370800,9167542,90234432.2878529
"Acadian redfish",1951,"RHODE ISLAND",7500,322,3169.38686473306
"Acadian redfish",1950,"MAINE",79281300,3102352,32960773.6338286
"Acadian redfish",1950,"MASSACHUSETTS",128511700,6034966,64118174.9246546
